"","Chemical","CAS","Model","Obs.val","pre.val","ref","Cell.type","Data.source","MassBalanceIssue","IOC","conc","H37","MW","MP","log.KOW","log.KAW","Solubility","pKa","logit.Obs.val","logit.pre.val","diff","abs.diff"
"85","(S)-Naproxen","22204-53-1","Fischer et al. (2017)",0.744525547,0.993747152,"Huchthausen et al. (ARE)","Human","Literature","0","A",411,0.000108,230.26,153,3.18,-9.64,13.35508,4.4,-0.128120395654214,-0.00272410298700221,0.125396292667212,0.125396292667212
"86","Ibuprofen","15687-27-1","Fischer et al. (2017)",0.269581749,0.894476025,"Huchthausen et al. (ARE)","Human","Literature","0","A",263,0.00824,206.28,89.1,3.73,-6.22,35.68644,5.4,-0.569309513386322,-0.0484312955099606,0.520878217876362,0.520878217876362
"87","Torasemide","56211-40-6","Fischer et al. (2017)",0.167272727,0.996340511,"Huchthausen et al. (ARE)","Human","Literature","0","A",1100,1.84e-06,348.42,224,3.37,-15.3,79.78818,4,-0.776574862856777,-0.00159221099875113,0.774982651858026,0.774982651858026
"88","Warfarin","81-81-2","Fischer et al. (2017)",0.444651163,0.997877477,"Huchthausen et al. (ARE)","Human","Literature","0","A",215,0.000625,308.33,161,2.7,-11.6,29.692179,4.5,-0.351980567435078,-0.000922779683967346,0.351057787751111,0.351057787751111
"89","Caffeine","58-08-2","Fischer et al. (2017)",0.754098361,0.999910142,"Huchthausen et al. (PPAR)","Human","Literature","0","N",2440,0.157,194.19,238,-0.07,-9.95,21749.28,NA,-0.122572003130928,-3.90265870066744e-05,0.122532976543921,0.122532976543921
"90","Lamotrigine","84057-84-1","Fischer et al. (2017)",0.870159453,0.894905216,"Huchthausen et al. (PPAR)","Human","Literature","0","B",439,0.000113,256.09,207,2.57,-9.7,249.94384,6.6,-0.0604011574816199,-0.0482229606036968,0.0121781968779231,0.0121781968779231
"91","Diclofenac","15307-79-6","Fischer et al. (2017)",0.129716981,0.073389976,"Huchthausen et al. (PPAR)","Human","Literature","0","B",2.12,1.6e-05,296.15,284,0.7,-9.05,7.018755,17.6,-0.88700316754068,-1.13436325432339,-0.247360086782709,0.247360086782709
"92","2,4-Dichlorophenoxyacetic","94-75-7","Fischer et al. (2017)",0.463414634,1.000482193,"Huchthausen et al. (PPAR)","Human","Literature","0","A",49.2,0.000299,221.04,140,2.81,-7.08,1644.5376,2.7,-0.334030255904052,0.000209363286412437,0.334239619190465,0.334239619190465
"93","(S)-Naproxen","22204-53-1","Fischer et al. (2017)",0.261016949,0.998692102,"Huchthausen et al. (PPAR)","Human","Literature","0","A",17.7,0.000108,230.26,153,3.18,-9.64,13.35508,4.4,-0.58333129105949,-0.000568384659948405,0.582762906399541,0.582762906399541
"94","Ibuprofen","15687-27-1","Fischer et al. (2017)",0.474683544,0.975984705,"Huchthausen et al. (PPAR)","Human","Literature","0","A",316,0.00824,206.28,89.1,3.73,-6.22,35.68644,5.4,-0.323595823840671,-0.0105569882617397,0.313038835578931,0.313038835578931
"95","Torasemide","56211-40-6","Fischer et al. (2017)",0.039076087,0.999236476,"Huchthausen et al. (PPAR)","Human","Literature","0","A",184,1.84e-06,348.42,224,3.37,-15.3,79.78818,4,-1.40808893214343,-0.000331720914561893,1.40775721122887,1.40775721122887
"96","Warfarin","81-81-2","Fischer et al. (2017)",0.429752066,0.999557992,"Huchthausen et al. (PPAR)","Human","Literature","0","A",242,0.000625,308.33,161,2.7,-11.6,29.692179,4.5,-0.366782026798576,-0.00019200407215177,0.366590022726425,0.366590022726425
"97","di-n-butylphthalate","84-74-2","Fischer et al. (2017)",0.59,0.728372292,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",0.835586139,0.183,278.34,-35,4.61,-5.26,11.189268,NA,-0.229147988357856,-0.137646583553097,0.0915014048047587,0.0915014048047587
"98","hexachlorophene","70-30-4","Fischer et al. (2017)",0.26,0.013397747,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","A",0.049152126,3.68e-06,406.9,166,7.54,-9.21,140.7874,6.2,-0.585026652029182,-1.87296822758547,-1.28794157555629,1.28794157555629
"99","Caffeine","58-08-2","Fischer et al. (2017)",0.96,0.999990823,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",14037.07518,0.157,194.19,238,-0.07,-9.95,21749.28,NA,-0.0177287669604316,-3.98553874811032e-06,0.0177247814216835,0.0177247814216835
"100","hexamethylenetetramine","100-97-0","Fischer et al. (2017)",0.999999,1.000040261,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","B",98787.4465,0.0153,140.19,96.3,-1.27,-3.42,999554.7,6.4,-4.34294699063126e-07,1.74847781609839e-05,1.7919072860047e-05,1.7919072860047e-05
"101","Malathion","121-75-5","Fischer et al. (2017)",0.99,0.987385698,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",39.34624697,0.000495,330.36,2.8,2.36,-9.87,144.69768,NA,-0.00436480540245009,-0.00551316770253616,-0.00114836230008607,0.00114836230008607
"102","pentachlorophenol","87-86-5","Fischer et al. (2017)",0.73,0.977730697,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","A",0.075103267,0.00248,266.34,174,5.12,-5.02,40.48368,5,-0.136677139879544,-0.00978074941739324,0.126896390462151,0.126896390462151
"103","2,4-dinitrophenol","51-28-5","Fischer et al. (2017)",0.999999,1.000044429,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","A",4.1281912,0.00871,184.11,116,1.67,-6.32,1441.5813,4.1,-4.34294699063126e-07,1.92948409143671e-05,1.97291356134302e-05,1.97291356134302e-05
"104","2,2,2-trichloroethanol","115-20-8","Fischer et al. (2017)",0.94,0.998486842,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",712.8514056,0.597,149.4,19,1.42,-3.34,83215.8,NA,-0.0268721464003014,-0.000657653862327217,0.0262144925379741,0.0262144925379741
"105","parathion ethyl","56-38-2","Fischer et al. (2017)",0.77,0.93017529,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",2.883625129,0.0302,291.26,6.1,3.83,-5.78,12.728062,NA,-0.113509274827518,-0.0314352016544163,0.0820740731731018,0.0820740731731018
"106","diethylphthalate","84-66-2","Fischer et al. (2017)",0.91,0.990058339,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",310.5310531,0.00237,222.24,-40.5,2.44,-5.26,1037.8608,NA,-0.0409586076789064,-0.00433921392841315,0.0366193937504932,0.0366193937504932
"107","4-chlorophenol","106-48-9","Fischer et al. (2017)",0.87,0.987292705,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",93.3125972,0.0639,128.56,42.7,2.39,-4.8,24554.96,NA,-0.0604807473813815,-0.00555407192949699,0.0549266754518845,0.0549266754518845
"108","permethrin","52645-53-1","Fischer et al. (2017)",0.29,0.003545361,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",23.00025556,0.00243,391.29,34,6.5,-6.61,0.08373606,NA,-0.537602002101044,-2.45033953697576,-1.91273753487472,1.91273753487472
"109","Aniline","62-53-3","Fischer et al. (2017)",0.999999,0.998991443,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",4749.731472,0.205,93.13,-6,0.9,-4.27,36041.31,NA,-4.34294699063126e-07,-0.000438231767809154,-0.000437797473110091,0.000437797473110091
"110","disulfoton","298-04-4","Fischer et al. (2017)",0.54,0.905107698,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",9.110787172,0.483,274.4,-25,4.02,-5.26,18.05552,NA,-0.267606240177031,-0.0432997413867494,0.224306498790282,0.224306498790282
"111","4-fluoroaniline","371-40-4","Fischer et al. (2017)",0.88,0.998983177,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",1913.591359,0.0611,111.12,-0.8,1.15,-3.98,14778.96,NA,-0.0555173278498314,-0.000441825285115595,0.0550755025647158,0.0550755025647158
"112","2,4,6-trichlorophenol","88-06-2","Fischer et al. (2017)",0.9,0.960466724,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","A",10.12658228,0.137,197.45,69,3.69,-3.46,833.239,6.8,-0.0457574905606751,-0.0175176769589968,0.0282398136016783,0.0282398136016783
"113","Allyl alcohol","107-18-6","Fischer et al. (2017)",0.98,0.99996177,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",14359.72461,0.506,58.08,-129,0.17,-3.52,998976,NA,-0.00877392430750515,-1.66033954190991e-05,0.00875732091208605,0.00875732091208605
"114","lindane","58-89-9","Fischer et al. (2017)",0.43,0.915489462,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",33.3562586,0.322,290.83,75.2,3.72,-3.77,4.449699,NA,-0.366531544420413,-0.0383466504027984,0.328184894017615,0.328184894017615
"115","N-methylaniline","100-61-8","Fischer et al. (2017)",0.85,0.997116874,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",1509.328358,0.9,107.15,-57,1.66,-3.41,5625.375,NA,-0.0705810742857073,-0.00125393420744595,0.0693271400782613,0.0693271400782613
"116","3,4-dichloroaniline","95-76-1","Fischer et al. (2017)",0.74,0.969424654,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",47.83950617,0.0176,162.02,72,2.69,-4.68,145.65598,NA,-0.130768280269024,-0.0134859396782415,0.117282340590782,0.117282340590782
"117","4-decylaniline","37529-30-9","Fischer et al. (2017)",0.15,0.034767979,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",2.399314482,2.07,233.39,25,6.32,-3.09,0.20374947,NA,-0.823908740944319,-1.4588205533391,-0.634911812394777,0.634911812394777
"118","naphthalene","91-20-3","Fischer et al. (2017)",0.11,0.940256406,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",219.1887676,44.6,128.17,80.2,3.3,-2.41,31.65799,NA,-0.958607314841775,-0.0267536990318873,0.931853615809888,0.931853615809888
"119","1,2,4-trichlorobenzene","120-82-1","Fischer et al. (2017)",0.03,0.686901047,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",78.2369146,144,181.45,17,3.99,-0.83,46.4512,NA,-1.52287874528034,-0.163105821655338,1.359772923625,1.359772923625
"120","1,2-dichlorobenzene","95-50-1","Fischer et al. (2017)",0.07,0.909961231,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",182.9931973,195,147,-16.7,3.43,-0.98,143.325,NA,-1.15490195998574,-0.0409771104497178,1.11392484953603,1.11392484953603
"121","dichloromethane","75-09-2","Fischer et al. (2017)",0.33,0.998336389,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",17656.06596,329,84.93,-95.1,1.25,-1.19,15117.54,NA,-0.481486060122112,-0.000723098721736968,0.480762961400375,0.480762961400375
"122","tetrachloroethylene","127-18-4","Fischer et al. (2017)",0.08,0.942057444,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",195.4161641,1790,165.83,-22.3,3.4,-0.52,276.9361,NA,-1.09691001300806,-0.0259226143498131,1.07098739865824,1.07098739865824
"123","2,3-dimethyl-1,3-butadiene","513-81-5","Fischer et al. (2017)",0.06,0.98706853,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",1000,4530,82.14,-76,3.07,0.95,326.9172,NA,-1.22184874961636,-0.00565269417164105,1.21619605544472,1.21619605544472
"124","Eugenol F","97-53-0","Fischer et al. (2017)",0.999999,0.996842877,"Schug et al.(Fish RTgut - High dose)","Fish","Literature","0","N",6.090133983,0.0222,164.2,-9.1,2.27,-4.85,840.704,NA,-4.34294699063126e-07,-0.00137329006289627,-0.00137285576819721,0.00137285576819721
"125","Methyl-antranilate","134-20-3","Fischer et al. (2017)",0.9999,0.999052349,"Schug et al.(Fish RTgut - High dose)","Fish","Literature","0","N",165.3439153,0.00111,151.16,24.5,1.88,-6.32,2872.04,NA,-4.34316198075056e-05,-0.000411754730790358,-0.000368323110982852,0.000368323110982852
"126","Lilyfore","285977-85-7","Fischer et al. (2017)",0.9999,0.972556801,"Schug et al.(Fish RTgut - High dose)","Fish","Literature","0","N",11.34429949,0.0717,176.25,50.8,3.24,-5.78,222.075,NA,-4.34316198075056e-05,-0.0120850248192318,-0.0120415931994243,0.0120415931994243
"127","Damascone beta","23726-91-2","Fischer et al. (2017)",0.99,0.774890367,"Schug et al.(Fish RTgut - High dose)","Fish","Literature","0","N",5.200208008,32.8,192.3,17.5,4.29,-2.6,7.98045,NA,-0.00436480540245009,-0.110759737977517,-0.106394932575067,0.106394932575067
"128","Veloutone","14595-54-1","Fischer et al. (2017)",0.57,0.266934153,"Schug et al.(Fish RTgut - High dose)","Fish","Literature","0","N",0.50942435,18.4,222.37,40.4,5.28,-3.52,0.9384014,NA,-0.244125144327509,-0.573595856671363,-0.329470712343854,0.329470712343854
"129","Verdox","82356-51-2","Fischer et al. (2017)",0.74,0.024171699,"Schug et al.(Fish RTgut - High dose)","Fish","Literature","0","N",5.042864347,NA,236.39,60.7,6.45,-1.88,0.15223516,NA,-0.130768280269024,-1.61669282247641,-1.48592454220739,1.48592454220739
"130","Nirvanol","1506-02-1","Fischer et al. (2017)",0.46,0.122164255,"Schug et al.(Fish RTgut - High dose)","Fish","Literature","0","N",0.449640288,NA,258.4,54.5,5.7,-3.69,1.250656,NA,-0.337242168318426,-0.913055849143855,-0.575813680825429,0.575813680825429
"131","Cetalox","3738-00-9","Fischer et al. (2017)",0.72,0.216763927,"Schug et al.(Fish RTgut - High dose)","Fish","Literature","0","N",1.057529611,140,236.39,60.7,5.4,-1.56,2.434817,NA,-0.142667503568732,-0.664012989699775,-0.521345486131044,0.521345486131044
"132","Tonalide","21145-77-7","Fischer et al. (2017)",0.43,0.122164255,"Schug et al.(Fish RTgut - High dose)","Fish","Literature","0","N",0.03869969,4.8534675,258.4,54.5,5.7,-3.69,1.250656,NA,-0.366531544420413,-0.913055849143855,-0.546524304723442,0.546524304723442
"133","Eugenol F","97-53-0","Fischer et al. (2017)",0.9999,0.996842877,"Schug et al.(Fish RTgut - Low dose)","Fish","Literature","0","N",1827.040195,0.0222,164.2,-9.1,2.27,-4.85,840.704,NA,-4.34316198075056e-05,-0.00137329006289627,-0.00132985844308876,0.00132985844308876
"134","Methyl-antranilate","134-20-3","Fischer et al. (2017)",0.9999,0.999052349,"Schug et al.(Fish RTgut - Low dose)","Fish","Literature","0","N",5291.005291,0.00111,151.16,24.5,1.88,-6.32,2872.04,NA,-4.34316198075056e-05,-0.000411754730790358,-0.000368323110982852,0.000368323110982852
"135","Lilyfore","285977-85-7","Fischer et al. (2017)",0.9999,0.972556801,"Schug et al.(Fish RTgut - Low dose)","Fish","Literature","0","N",680.6579694,0.0717,176.25,50.8,3.24,-5.78,222.075,NA,-4.34316198075056e-05,-0.0120850248192318,-0.0120415931994243,0.0120415931994243
"136","Damascone beta","23726-91-2","Fischer et al. (2017)",0.99,0.774890367,"Schug et al.(Fish RTgut - Low dose)","Fish","Literature","0","N",104.0041602,32.8,192.3,17.5,4.29,-2.6,7.98045,NA,-0.00436480540245009,-0.110759737977517,-0.106394932575067,0.106394932575067
"137","Veloutone","14595-54-1","Fischer et al. (2017)",0.57,0.266934153,"Schug et al.(Fish RTgut - Low dose)","Fish","Literature","0","N",61.13092206,18.4,222.37,40.4,5.28,-3.52,0.9384014,NA,-0.244125144327509,-0.573595856671363,-0.329470712343854,0.329470712343854
"138","Verdox","82356-51-2","Fischer et al. (2017)",0.74,0.024171699,"Schug et al.(Fish RTgut - Low dose)","Fish","Literature","0","N",75.6429652,NA,236.39,60.7,6.45,-1.88,0.15223516,NA,-0.130768280269024,-1.61669282247641,-1.48592454220739,1.48592454220739
"139","Nirvanol","1506-02-1","Fischer et al. (2017)",0.46,0.122164255,"Schug et al.(Fish RTgut - Low dose)","Fish","Literature","0","N",26.97841727,NA,258.4,54.5,5.7,-3.69,1.250656,NA,-0.337242168318426,-0.913055849143855,-0.575813680825429,0.575813680825429
"140","Cetalox","3738-00-9","Fischer et al. (2017)",0.72,0.216763927,"Schug et al.(Fish RTgut - Low dose)","Fish","Literature","0","N",21.15059222,140,236.39,60.7,5.4,-1.56,2.434817,NA,-0.142667503568732,-0.664012989699775,-0.521345486131044,0.521345486131044
"141","Tonalide","21145-77-7","Fischer et al. (2017)",0.43,0.122164255,"Schug et al.(Fish RTgut - Low dose)","Fish","Literature","0","N",7.73993808,4.8534675,258.4,54.5,5.7,-3.69,1.250656,NA,-0.366531544420413,-0.913055849143855,-0.546524304723442,0.546524304723442
"142","4:2 FTS","375-73-5","Fischer et al. (2017)",0.68,1.005462671,"PFAS (100 uM)","Cell-free","Our data","0","A",100,2.99031e-05,300.1,23.4,1.5,-4.63,510.17,-2.9,-0.167491087293764,0.00236595153181394,0.169857038825578,0.169857038825578
"144","8:2 FTS","375-95-1","Fischer et al. (2017)",0.0349333333333333,0.005355474,"PFAS (100 uM)","Cell-free","Our data","0","A",100,0.000119046,464.08,68.6,6.07,-2.47,1299.424,0.1,-1.45675997207195,-2.27120208478091,-0.814442112708955,0.814442112708955
"145","PFBA","307-24-4","Fischer et al. (2017)",0.946666666666667,0.217657095,"PFAS (100 uM)","Cell-free","Our data","0","A",100,2.37529e-05,314.05,11.7,4.2,-3.31,29.33227,0.1,-0.0238029146726248,-0.662227171515416,-0.638424256842791,0.638424256842791
"147","PFDA","335-67-1","Fischer et al. (2017)",0.061,0.01174627,"PFAS (100 uM)","Cell-free","Our data","0","A",100,1.93071e-05,414.07,54.3,4.13,-2.75,5051.654,0.1,-1.21467016498923,-1.93010002067658,-0.715429855687343,0.715429855687343
"148","PFHpA","27619-97-2","Fischer et al. (2017)",0.7709,0.064408597,"PFAS (100 uM)","Cell-free","Our data","0","A",100,1.84381e-05,428.17,32.1,2.97,-3.7,18.240042,1.4,-0.113001954328901,-1.19105616089368,-1.07805420656478,1.07805420656478
"149","PFHxA","39108-34-4","Fischer et al. (2017)",0.6643,0.006096128,"PFAS (100 uM)","Cell-free","Our data","0","A",100,1.80184e-06,528.18,32.4,4.18,-3.14,0.2456037,1.4,-0.17763574755845,-2.21494592271995,-2.0373101751615,2.0373101751615
"150","PFHxS","2058-94-8","Fischer et al. (2017)",0.603,0.001270945,"PFAS (100 uM)","Cell-free","Our data","0","A",100,3.35519e-05,564.09,98.5,5.95,-1.91,91.94667,0.1,-0.219682687859849,-2.89587324308355,-2.6761905552237,2.6761905552237
"151","PFNA","1763-23-1","Fischer et al. (2017)",0.113276666666667,0.003156728,"PFAS (100 uM)","Cell-free","Our data","0","A",100,1.84381e-06,500.13,22.8,5.95,-3.51,570.1482,-2.9,-0.945859539223272,-2.50076283755289,-1.55490329832962,1.55490329832962
"152","PFOA","375-85-9","Fischer et al. (2017)",0.06888,0.0217258,"PFAS (100 uM)","Cell-free","Our data","0","A",100,2.11698e-05,364.06,35.4,3.53,-3.03,117955.44,0.1,-1.1619068615544,-1.66302422274173,-0.501117361187325,0.501117361187325
"154","PFPeA","355-46-4","Fischer et al. (2017)",0.936053333333333,0.004586182,"PFAS (100 uM)","Cell-free","Our data","0","A",100,1.97568e-05,400.11,190,2.71,-4.07,243.26688,-2.9,-0.0286994058425608,-2.33854871453689,-2.30984930869432,2.30984930869432
"155","PFUnDA","335-76-2","Fischer et al. (2017)",0.00503333333333333,0.002840791,"PFAS (100 uM)","Cell-free","Our data","0","A",100,1.53362e-05,514.08,90,6.4,-2.19,1156.68,0.1,-2.29814430742649,-2.54656071660637,-0.248416409179881,0.248416409179881
"156","4:2 FTS","375-73-5","Fischer et al. (2017)",0.376666666666667,1.005462671,"PFAS (10 uM)","Cell-free","Our data","0","A",10,2.99031e-05,300.1,23.4,1.5,-4.63,510.17,-2.9,-0.424042811236243,0.00236595153181394,0.426408762768057,0.426408762768057
"158","8:2 FTS","375-95-1","Fischer et al. (2017)",0.00486666666666667,0.005355474,"PFAS (10 uM)","Cell-free","Our data","0","A",10,0.000119046,464.08,68.6,6.07,-2.47,1299.424,0.1,-2.31276839893523,-2.27120208478091,0.0415663141543163,0.0415663141543163
"159","PFBA","307-24-4","Fischer et al. (2017)",0.95,0.217657095,"PFAS (10 uM)","Cell-free","Our data","0","A",10,2.37529e-05,314.05,11.7,4.2,-3.31,29.33227,0.1,-0.0222763947111523,-0.662227171515416,-0.639950776804264,0.639950776804264
"161","PFDA","335-67-1","Fischer et al. (2017)",0.00156666666666667,0.01174627,"PFAS (10 uM)","Cell-free","Our data","0","A",10,1.93071e-05,414.07,54.3,4.13,-2.75,5051.654,0.1,-2.80502339678395,-1.93010002067658,0.874923376107369,0.874923376107369
"162","PFHpA","27619-97-2","Fischer et al. (2017)",0.328166666666667,0.064408597,"PFAS (10 uM)","Cell-free","Our data","0","A",10,1.84381e-05,428.17,32.1,2.97,-3.7,18.240042,1.4,-0.483905534245525,-1.19105616089368,-0.707150626648158,0.707150626648158
"163","PFHxA","39108-34-4","Fischer et al. (2017)",0.517066666666667,0.006096128,"PFAS (10 uM)","Cell-free","Our data","0","A",10,1.80184e-06,528.18,32.4,4.18,-3.14,0.2456037,1.4,-0.286453458649013,-2.21494592271995,-1.92849246407094,1.92849246407094
"164","PFHxS","2058-94-8","Fischer et al. (2017)",0.125666666666667,0.001270945,"PFAS (10 uM)","Cell-free","Our data","0","A",10,3.35519e-05,564.09,98.5,5.95,-1.91,91.94667,0.1,-0.90077990451387,-2.89587324308355,-1.99509333856968,1.99509333856968
"165","PFNA","1763-23-1","Fischer et al. (2017)",0.0450233333333333,0.003156728,"PFAS (10 uM)","Cell-free","Our data","0","A",10,1.84381e-06,500.13,22.8,5.95,-3.51,570.1482,-2.9,-1.34656235485565,-2.50076283755289,-1.15420048269724,1.15420048269724
"166","PFOA","375-85-9","Fischer et al. (2017)",0.05088,0.0217258,"PFAS (10 uM)","Cell-free","Our data","0","A",10,2.11698e-05,364.06,35.4,3.53,-3.03,117955.44,0.1,-1.29345289735964,-1.66302422274173,-0.369571325382084,0.369571325382084
"168","PFPeA","355-46-4","Fischer et al. (2017)",0.769123333333333,0.004586182,"PFAS (10 uM)","Cell-free","Our data","0","A",10,1.97568e-05,400.11,190,2.71,-4.07,243.26688,-2.9,-0.114004013005713,-2.33854871453689,-2.22454470153117,2.22454470153117
"169","PFUnDA","335-76-2","Fischer et al. (2017)",0.00273333333333333,0.002840791,"PFAS (10 uM)","Cell-free","Our data","0","A",10,1.53362e-05,514.08,90,6.4,-2.19,1156.68,0.1,-2.56330740233595,-2.54656071660637,0.0167466857295722,0.0167466857295722
"170","Cisapride","81098-60-4","Fischer et al. (2017)",0.62,0.512955845,"Blanchette et al.","Cell-free","Literature","0","B",10,1.30709e-06,465.95,199.43,3.49,-14.415,33.2,7.8,-0.207608310501746,-0.289920017145819,-0.0823117066440732,0.0823117066440732
"171","Citalopram hydrobromide","59729-33-8","Fischer et al. (2017)",1,0.817521337,"Blanchette et al.","Cell-free","Literature","0","N",10,0.4032735,324.39,153.367,3.2,-8.356,30,NA,0,-0.0875009035968107,-0.0875009035968107,0.0875009035968107
"172","Dofetilide","115256-11-6","Fischer et al. (2017)",0.86,0.955305309,"Blanchette et al.","Cell-free","Literature","0","B",10,0.00133749,441.56,230.64,2.223,-13.462,249,8.4,-0.0655015487564323,-0.0198578087056245,0.0456437400508078,0.0456437400508078
"173","Moxifloxacin hydrochloride","186826-86-8","Fischer et al. (2017)",0.93,0.998325739,"Blanchette et al.","Cell-free","Literature","0","A",10,4.32658e-06,401.43,266.857,1.13,-14.842,724,6,-0.0315170514460649,-0.000727731690096965,0.0307893197559679,0.0307893197559679
"174","N-acetylpro-cainamide","32795-44-1","Fischer et al. (2017)",0.96,1.000200236,"Blanchette et al.","Cell-free","Literature","0","B",10,1.80359e-06,277.36,174.123,1.1805,-12.236,8240,9.2,-0.0177287669604316,8.69526846399811e-05,0.0178157196450716,0.0178157196450716
"175","Quinidine sulfate","50-54-4","Fischer et al. (2017)",0.68,0.943646265,"Blanchette et al.","Cell-free","Literature","0","B",10,0.000272564,324.42,180.1,3.227,-10.922,743,9.3,-0.167491087293764,-0.0251907747155993,0.142300312578164,0.142300312578164
"176","Sematilide","101526-83-4","Fischer et al. (2017)",0.96,1.00012582,"Blanchette et al.","Cell-free","Literature","0","B",10,1.97584e-06,313.42,177.473,1.1,-12.441,11000,9.1,-0.0177287669604316,5.46394944145742e-05,0.0177834064548462,0.0177834064548462
"177","Sotalol hydrochloride","959-24-0","Fischer et al. (2017)",0.97,1.001986688,"Blanchette et al.","Cell-free","Literature","0","B",10,0.000188465,272.36,165.84,0.233,-11.578,47100,9,-0.0132282657337552,0.000861951704333508,0.0140902174380887,0.0140902174380887
